tournament,source,team,team_slug,player_id,squad_number,position,first_name,last_name,full_name,shirt_name,birth_date,club,height_cm,head_coach,is_final_26,is_official_fifa,observation_only,betting_recommendation,affects_v4
FIFA World Cup 2026,FIFA official final 26 squad docx,Austria,austria,wc2026_austria_26_schoepf_alessandro,26,MF,Alessandro Andre,SCHÖPF,SCHOEPF Alessandro,SCHÖPF,1994-02-07,Wolfsberger AC (AUT),178,RANGNICK Ralf,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_01_courtois_thibaut,1,GK,Thibaut Nicolas M,COURTOIS,COURTOIS Thibaut,COURTOIS,1992-05-11,Real Madrid C. F. (ESP),199,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_02_debast_zeno,2,DF,Zeno Koen,DEBAST,DEBAST Zeno,DEBAST,2003-10-24,Sporting CP (POR),189,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_03_theate_arthur,3,DF,Arthur Nicolas R,THEATE,THEATE Arthur,THEATE,2000-05-25,Eintracht Frankfurt (GER),185,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_04_mechele_brandon,4,DF,Brandon Erik,MECHELE,MECHELE Brandon,MECHELE,1993-01-28,Club Brugge (BEL),190,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_05_de_cuyper_maxim,5,DF,Maxim Peter M,DE CUYPER,DE CUYPER Maxim,DE CUYPER,2000-12-22,Brighton & Hove Albion FC (ENG),182,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_06_witsel_axel,6,MF,Axel Laurent A,WITSEL,WITSEL Axel,WITSEL,1989-01-12,Girona FC (ESP),186,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_07_de_bruyne_kevin,7,MF,Kevin,DE BRUYNE,DE BRUYNE Kevin,DE BRUYNE,1991-06-28,SSC Napoli (ITA),181,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_08_tielemans_youri,8,MF,Youri Marion A,TIELEMANS,TIELEMANS Youri,TIELEMANS,1997-05-07,Aston Villa FC (ENG),176,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_09_lukaku_romelu,9,FW,Romelu,LUKAKU BOLINGOLI,LUKAKU Romelu,LUKAKU,1993-05-13,SSC Napoli (ITA),190,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_10_trossard_leandro,10,FW,Leandro,TROSSARD,TROSSARD Leandro,TROSSARD,1994-12-04,Arsenal FC (ENG),172,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_11_doku_jeremy,11,FW,Jeremy Baffour,DOKU,DOKU Jeremy,DOKU,2002-05-27,Manchester City FC (ENG),173,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_12_lammens_senne,12,GK,Senne,LAMMENS,LAMMENS Senne,LAMMENS,2002-07-07,Manchester United FC (ENG),193,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_13_penders_mike,13,GK,Mike Louis,PENDERS,PENDERS Mike,PENDERS,2005-07-31,RC Strasbourg (FRA),200,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_14_lukebakio_dodi,14,FW,Dodi,LUKEBAKIO NGANDOLI,LUKEBAKIO Dodi,LUKEBAKIO,1997-09-24,SL Ben ca (POR),184,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_15_meunier_thomas,15,DF,Thomas Andre A,MEUNIER,MEUNIER Thomas,MEUNIER,1991-09-12,Lille OSC (FRA),190,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_16_de_winter_koni,16,DF,Koni,DE WINTER,DE WINTER Koni,DE WINTER,2002-06-12,AC Milan (ITA),191,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_17_de_ketelaere_charles,17,FW,Charles Marc S,DE KETELAERE,DE KETELAERE Charles,DE KETELAERE,2001-03-10,Atalanta Bergamo (ITA),192,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_18_seys_joaquin,18,DF,Joaquin Ronny,SEYS,SEYS Joaquin,SEYS,2005-03-28,Club Brugge (BEL),178,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_19_moreira_diego,19,MF,Diego Manuel J,DA SILVA MOREIRA,MOREIRA Diego,MOREIRA,2004-08-06,RC Strasbourg (FRA),179,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_20_vanaken_hans,20,MF,Hans,VANAKEN,VANAKEN Hans,VANAKEN,1992-08-24,Club Brugge (BEL),195,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_21_castagne_timothy,21,DF,Timothy,CASTAGNE,CASTAGNE Timothy,CASTAGNE,1995-12-05,Fulham FC (ENG),185,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_22_saelemaekers_alexis,22,MF,Alexis Jesse M,SAELEMAEKERS,SAELEMAEKERS Alexis,SAELEMAEKERS,1999-06-27,AC Milan (ITA),180,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_23_raskin_nicolas,23,MF,Nicolas Thierry Y,RASKIN,RASKIN Nicolas,RASKIN,2001-02-23,Rangers FC (SCO),178,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_24_onana_amadou,24,MF,Amadou Ba Z,MVOM ONANA,ONANA Amadou,ONANA,2001-08-16,Aston Villa FC (ENG),192,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_25_ngoy_nathan,25,DF,Nathan,NGOY,NGOY Nathan,NGOY,2003-06-10,Lille OSC (FRA),183,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Belgium,belgium,wc2026_belgium_26_fernandez_pardo_matias,26,FW,Matias,FERNANDEZ-PARDO,FERNANDEZ-PARDO Matias,FERNANDEZ-PARDO,2005-02-03,Lille OSC (FRA),188,GARCIA Rudi,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_01_vasilj_nikola,1,GK,Nikola,VASILJ,VASILJ Nikola,VASILJ,1995-12-02,FC St. Pauli (GER),193,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_02_mujakic_nihad,2,DF,Nihad,MUJAKIC,MUJAKIC Nihad,MUJAKIĆ,1998-04-15,Gaziantep FK (TUR),189,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_03_hadzikadunic_dennis,3,DF,Dennis,HADŽIKADUNIĆ,HADZIKADUNIC Dennis,HADŽIKADUNIĆ,1998-07-09,UC Sampdoria (ITA),191,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_04_muharemovic_tarik,4,DF,Tarik,MUHAREMOVIC,MUHAREMOVIC Tarik,MUHAREMOVIĆ,2003-02-28,US Sassuolo (ITA),192,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_05_kolasinac_sead,5,DF,Sead,KOLAŠINAC,KOLASINAC Sead,KOLAŠINAC,1993-06-20,Atalanta Bergamo (ITA),183,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_06_tahirovic_benjamin,6,MF,Benjamin,TAHIROVIC,TAHIROVIC Benjamin,TAHIROVIĆ,2003-03-03,Brøndby IF (DEN),191,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_07_dedic_amar,7,DF,Amar,DEDIC,DEDIC Amar,DEDIĆ,2002-08-18,SL Ben ca (POR),180,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_08_gigovic_armin,8,MF,Armin,GIGOVIC,GIGOVIC Armin,GIGOVIĆ,2002-04-06,BSC Young Boys (SUI),187,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_09_bazdar_samed,9,FW,Samed,BAŽDAR,BAZDAR Samed,BAŽDAR,2004-01-31,Jagiellonia Białystok (POL),189,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_10_demirovic_ermedin,10,FW,Ermedin,DEMIROVIĆ,DEMIROVIC Ermedin,DEMIROVIĆ,1998-03-25,VfB Stuttgart (GER),185,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_11_dzeko_edin,11,FW,Edin,DŽEKO,DZEKO Edin,DŽEKO,1986-03-17,FC Schalke 04 (GER),192,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_12_jurkas_mladen,12,GK,Mladen,JURKAS,JURKAS Mladen,JURKAS,2007-10-07,FK Borac Banja Luka (BIH),193,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_13_basic_ivan,13,MF,Ivan,BASIC,BASIC Ivan,BAŠIĆ,2002-04-30,FC Astana (KAZ),178,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_14_sunjic_ivan,14,MF,Ivan,ŠUNJIĆ,SUNJIC Ivan,ŠUNJIĆ,1996-10-09,Pafos FC (CYP),183,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_15_memic_amar,15,MF,Amar,MEMIĆ,MEMIC Amar,MEMIĆ,2001-01-20,FC Viktoria Plzeň (CZE),176,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_16_hadziahmetovic_amir,16,MF,Amir,HADŽIAHMETOVIĆ,HADZIAHMETOVIC Amir,HADŽIAHMETOVIĆ,1997-03-08,Hull City FC (ENG),179,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_17_burnic_dzenis,17,MF,Dženis,BURNIĆ,BURNIC Dzenis,BURNIĆ,1998-05-22,Karlsruher SC (GER),182,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_18_katic_nikola,18,DF,Nikola,KATIC,KATIC Nikola,KATIĆ,1996-10-10,FC Schalke 04 (GER),194,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_19_alajbegovic_kerim,19,FW,Kerim,ALAJBEGOVIC,ALAJBEGOVIC Kerim,ALAJBEGOVIĆ,2007-09-21,FC Red Bull Salzburg (AUT),186,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_20_bajraktarevic_esmir,20,FW,Esmir,BAJRAKTAREVIC,BAJRAKTAREVIC Esmir,BAJRAKTAREVIĆ,2005-03-10,PSV Eindhoven (NED),175,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_21_radeljic_stjepan,21,DF,Stjepan,RADELJIC,RADELJIC Stjepan,RADELJIĆ,1997-09-05,HNK Rijeka (CRO),201,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_22_zlomislic_martin,22,GK,Martin,ZLOMISLIC,ZLOMISLIC Martin,ZLOMISLIĆ,1998-08-16,HNK Rijeka (CRO),189,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_23_tabakovic_haris,23,FW,Haris,TABAKOVIC,TABAKOVIC Haris,TABAKOVIĆ,1994-06-20,Borussia Mönchengladbach (GER),196,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_24_celik_nidal,24,DF,Nidal,CELIK,CELIK Nidal,ČELIK,2006-07-17,RC Lens (FRA),192,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_25_lukic_jovo,25,FW,Jovo,LUKIC,LUKIC Jovo,LUKIĆ,1998-11-28,Universitatea Cluj (ROU),190,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Bosnia And Herzegovina,bosnia_and_herzegovina,wc2026_bosnia_and_herzegovina_26_mahmic_ermin,26,MF,Ermin,MAHMIĆ,MAHMIC Ermin,MAHMIĆ,2005-03-14,FC Slovan Liberec (CZE),182,BARBAREZ Sergej,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_01_alisson,1,GK,Álisson Ramsés,BECKER,ALISSON,A. BECKER,1992-10-02,Liverpool FC (ENG),193,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_02_wesley,2,DF,Wesley,VINÍCIUS FRANÇA LIMA,WESLEY,WESLEY,2003-09-06,AS Roma (ITA),175,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_03_gabriel_magalhaes,3,DF,Gabriel,DOS SANTOS MAGALHÃES,GABRIEL MAGALHAES,GABRIEL,1997-12-19,Arsenal FC (ENG),190,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_04_marquinhos,4,DF,Marcos,AOAS CORREA,MARQUINHOS,MARQUINHOS,1994-05-14,Paris Saint-Germain (FRA),183,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_05_casemiro,5,MF,Carlos Henrique,CASIMIRO,CASEMIRO,CASEMIRO,1992-02-23,Manchester United FC (ENG),185,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_06_alex_sandro,6,DF,Alex Sandro,LOBO SILVA,ALEX SANDRO,ALEX SANDRO,1991-01-26,CR Flamengo (BRA),180,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_07_vinicius_junior,7,FW,Vinicius José,PAIXÃO DE OLIVEIRA JÚNIOR,VINICIUS JUNIOR,VINI JR.,2000-07-12,Real Madrid C. F. (ESP),176,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_08_bruno_guimaraes,8,MF,Bruno,GUIMARÃES RODRIGUEZ MOURA,BRUNO GUIMARAES,BRUNO G.,1997-11-16,Newcastle United FC (ENG),182,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_09_matheus_cunha,9,FW,Matheus,SANTOS CARNEIRO DA CUNHA,MATHEUS CUNHA,CUNHA,1999-05-27,Manchester United FC (ENG),183,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_10_neymar_jr,10,FW,Neymar,DA SILVA SANTOS JÚNIOR,NEYMAR JR,NEYMAR JR,1992-02-05,Santos FC (BRA),175,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_11_raphinha,11,FW,Raphael,DIAS BELLOLI,RAPHINHA,RAPHINHA,1996-12-14,FC Barcelona (ESP),176,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_12_weverton,12,GK,Weverton,PEREIRA DA SILVA,WEVERTON,WEVERTON,1987-12-13,Grêmio FBPA (BRA),189,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_13_danilo,13,DF,Danilo Luiz,DA SILVA,DANILO,DANILO,1991-07-15,CR Flamengo (BRA),184,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_14_bremer,14,DF,Gleison Bremer,SILVA NASCIMENTO,BREMER,BREMER,1997-03-18,Juventus FC (ITA),188,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_15_leo_pereira,15,DF,Leonardo,PEREIRA,LEO PEREIRA,LEO PEREIRA,1996-01-31,CR Flamengo (BRA),189,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_16_douglas_santos,16,DF,Douglas,DOS SANTOS JUSTINO DE MELO,DOUGLAS SANTOS,DOUGLAS SANTOS,1994-03-22,FC Zenit St. Petersburg (RUS),173,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_17_fabinho,17,MF,Fabio Henrique,TAVARES,FABINHO,FABINHO,1993-10-23,Al Ittihad (KSA),188,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_18_danilo_santos,18,MF,Danilo,DOS SANTOS DE OLIVEIRA,DANILO SANTOS,DANILO S.,2001-04-29,Botafogo (BRA),177,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_19_endrick,19,FW,Endrick Felipe,MOREIRA DE SOUSA PESSOA,ENDRICK,ENDRICK,2006-07-21,Olympique Lyonnais (FRA),172,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_20_lucas_paqueta,20,MF,Lucas,TOLENTINO COELHO DE LIMA,LUCAS PAQUETA,L. PAQUETA,1997-08-27,CR Flamengo (BRA),183,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_21_luiz_henrique,21,FW,Luiz Henrique André,ROSA DA SILVA,LUIZ HENRIQUE,L. HENRIQUE,2001-01-02,FC Zenit St. Petersburg (RUS),182,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_22_gabriel_martinelli,22,FW,Gabriel,TEODORO MARTINELLI SILVA,GABRIEL MARTINELLI,MARTINELLI,2001-06-18,Arsenal FC (ENG),178,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_23_ederson,23,GK,Ederson,SANTANA DE MORAES,EDERSON,EDERSON,1993-08-17,Fenerbahçe SK (TUR),188,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_24_roger_ibanez,24,DF,Roger,IBAÑEZ DA SILVA,ROGER IBANEZ,IBAÑEZ,1998-11-23,Al Ahli FC (KSA),186,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_25_igor_thiago,25,FW,Igor Thiago,NASCIMENTO RODRIGUES,IGOR THIAGO,THIAGO,2001-06-26,Brentford FC (ENG),190,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Brazil,brazil,wc2026_brazil_26_rayan,26,FW,Rayan Vitor,SIMPLICIO ROCHA,RAYAN,RAYAN,2006-08-03,AFC Bournemouth (ENG),187,ANCELOTTI Carlo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_01_vozinha,1,GK,Josimar José,ÉVORA DIAS,VOZINHA,VOZINHA,1986-06-03,GD Chaves (POR),189,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_02_stopira,2,DF,Ianique,DOS SANTOS TAVARES,STOPIRA,STOPIRA,1988-05-20,SCU Torreense (POR),178,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_03_diney_borges,3,DF,Edilson Alberto,MONTEIRO SANCHES BORGES,DINEY BORGES,BORGES,1995-01-17,Al Bataeh Club (UAE),185,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_04_pico_lopes,4,DF,Roberto Carlos,LOPES,PICO LOPES,LOPES,1992-06-17,Shamrock Rovers FC (IRL),186,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_05_logan_costa,5,DF,Logan Evans,COSTA,LOGAN COSTA,LOGAN,2001-04-01,Villarreal CF (ESP),190,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_06_kevin_pina,6,MF,Kevin Lenini,GONÇALVES PEREIRA DE PINA,KEVIN PINA,KEVIN L.,1997-01-27,FC Krasnodar (RUS),177,BUBISTA,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Cabo Verde,cabo_verde,wc2026_cabo_verde_07_jovane_cabral,7,MF,Jovane Eduardo,BORGES CABRAL,JOVANE CABRAL,JOVANE,1998-06-14,CF Estrela Da Amadora (POR),174,BUBISTA,True,True,True,False,False
